CODIGO_CA,COMUNIDAD_AUTONOMA,Codigo Provincia,PROVINCIA,NUMERO_INSCRIPCION,Codigo Municipio,DENOMINACION,FECHA_INSCRIPCION,SUPERFICIE,HABITANTES,DENSIDAD,CAPITALIDAD,ANOTACION
7,Castilla y León,13409,Zamora,1491892,12979,San Justo,04/02/87,"75,12",208,"2,77",San Justo, 
7,Castilla y León,13409,Zamora,1491906,12980,San Martín de Valderaduey,03/10/86,"23,94",53,"2,21",San Martín de Valderaduey, 
7,Castilla y León,13409,Zamora,1491913,12981,San Miguel de la Ribera,10/10/86,"26,25",291,"11,09",San Miguel de la Ribera, 
7,Castilla y León,13409,Zamora,1491928,12982,San Miguel del Valle,31/10/86,"10,72",140,"13,06",San Miguel del Valle, 
7,Castilla y León,13409,Zamora,1491934,12983,San Pedro de Ceque,31/10/86,49,449,"9,16",San Pedro de Ceque, 
7,Castilla y León,13409,Zamora,1491949,12984,San Pedro de la Nave-Almendra,22/10/86,"22,71",347,"15,28",Almendra, 
7,Castilla y León,13409,Zamora,1492085,12995,San Vicente de la Cabeza,17/10/86,"53,02",378,"7,13",San Vicente de la Cabeza, 
7,Castilla y León,13409,Zamora,1492098,12996,San Vitero,31/10/86,"64,23",516,"8,03",San Vitero, 
7,Castilla y León,13409,Zamora,1491971,12985,Santa Clara de Avedillo,03/10/86,"16,81",168,"9,99",Santa Clara de Avedillo, 
7,Castilla y León,13409,Zamora,1491990,12986,Santa Colomba de las Monjas,10/11/86,"6,79",261,"38,44",Santa Colomba de las Monjas, 
7,Castilla y León,13409,Zamora,1492004,12987,Santa Cristina de la Polvorosa,29/09/86,"38,94",1069,"27,45",Santa Cristina de la Polvorosa, 
7,Castilla y León,13409,Zamora,1492011,12988,Santa Croya de Tera,03/10/86,"21,16",299,"14,13",Santa Croya de Tera, 
7,Castilla y León,13409,Zamora,1492026,12989,Santa Eufemia del Barco,23/09/86,"51,84",177,"3,41",Santa Eufemia del Barco, 
7,Castilla y León,13409,Zamora,1492032,12990,Santa María de la Vega,03/10/86,"17,88",311,"17,39",Santa María de la Vega, 
7,Castilla y León,13409,Zamora,1492047,12991,Santa María de Valverde,09/10/86,"9,75",56,"5,74",Santa María de Valverde, 
7,Castilla y León,13409,Zamora,1492050,12992,Santibáñez de Tera,10/10/86,"18,98",383,"20,18",Santibáñez de Tera, 
7,Castilla y León,13409,Zamora,1492063,12993,Santibáñez de Vidriales,24/10/86,"75,88",958,"12,63",Santibáñez de Vidriales, 
7,Castilla y León,13409,Zamora,1492079,12994,Santovenia,29/09/86,"32,86",241,"7,33",Santovenia, 
7,Castilla y León,13409,Zamora,1492102,12997,Sanzoles,23/09/86,"25,66",492,"19,17",Sanzoles, 
7,Castilla y León,13409,Zamora,1492145,12998,Tábara,24/10/86,"112,68",747,"6,63",Tábara, 
7,Castilla y León,13409,Zamora,1492161,12999,Tapioles,29/09/86,"27,64",150,"5,43",Tapioles, 
7,Castilla y León,13409,Zamora,1492196,13000,Toro,16/09/86,"324,86",8713,"26,82",Toro, 
7,Castilla y León,13409,Zamora,1492200,13001,"Torre del Valle, La",03/10/86,"16,47",144,"8,74","Torre del Valle, La", 
7,Castilla y León,13409,Zamora,1492217,13002,Torregamones,17/10/86,"37,39",258,"6,9",Torregamones, 
7,Castilla y León,13409,Zamora,1492222,13003,Torres del Carrizal,13/11/86,"30,35",410,"13,51",Torres del Carrizal, 
7,Castilla y León,13409,Zamora,1492238,13004,Trabazos,01/09/86,"93,16",878,"9,42",Trabazos, 
7,Castilla y León,13409,Zamora,1492243,13005,Trefacio,03/10/86,"25,48",189,"7,42",Trefacio, 
7,Castilla y León,13409,Zamora,1492256,13006,Uña de Quintana,13/11/86,"29,78",133,"4,47",Uña de Quintana, 
7,Castilla y León,13409,Zamora,1492269,13007,Vadillo de la Guareña,23/09/86,"44,16",248,"5,62",Vadillo de la Guareña, 
7,Castilla y León,13409,Zamora,1492275,13008,Valcabado,29/09/86,"10,11",372,"36,8",Valcabado, 
7,Castilla y León,13409,Zamora,1492281,13009,Valdefinjas,03/09/86,"16,3",55,"3,37",Valdefinjas, 
7,Castilla y León,13409,Zamora,1492294,13010,Valdescorriel,17/10/86,"27,84",125,"4,49",Valdescorriel, 
7,Castilla y León,13409,Zamora,1492308,13011,Vallesa de la Guareña,09/10/86,"28,01",83,"2,96",Vallesa de la Guareña, 
7,Castilla y León,13409,Zamora,1492315,13012,Vega de Tera,10/10/86,"44,15",328,"7,43",Vega de Tera, 
7,Castilla y León,13409,Zamora,1492320,13013,Vega de Villalobos,16/03/87,"10,18",99,"9,72",Vega de Villalobos, 
7,Castilla y León,13409,Zamora,1492336,13014,Vegalatrave,10/10/86,"18,55",88,"4,74",Vegalatrave, 
7,Castilla y León,13409,Zamora,1492341,13015,Venialbo,15/09/86,"42,05",443,"10,54",Venialbo, 
7,Castilla y León,13409,Zamora,1492354,13016,Vezdemarbán,10/10/86,"47,89",449,"9,38",Vezdemarbán, 
7,Castilla y León,13409,Zamora,1492367,13017,Vidayanes,31/10/86,"12,49",85,"6,81",Vidayanes, 
7,Castilla y León,13409,Zamora,1492373,13018,Videmala,27/02/87,"25,87",147,"5,68",Videmala, 
7,Castilla y León,13409,Zamora,1492389,13019,Villabrázaro,09/10/86,"23,27",252,"10,83",Villabrázaro, 
7,Castilla y León,13409,Zamora,1492392,13020,Villabuena del Puente,29/09/86,"26,07",675,"25,89",Villabuena del Puente, 
7,Castilla y León,13409,Zamora,1492406,13021,Villadepera,03/09/86,"30,11",198,"6,58",Villadepera, 
7,Castilla y León,13409,Zamora,1492413,13022,Villaescusa,29/09/86,"43,09",249,"5,78",Villaescusa, 
7,Castilla y León,13409,Zamora,1492428,13023,Villafáfila,17/10/86,74,478,"6,46",Villafáfila, 
7,Castilla y León,13409,Zamora,1492434,13024,Villaferrueña,03/10/86,"20,53",110,"5,36",Villaferrueña, 
7,Castilla y León,13409,Zamora,1492449,13025,Villageriz,01/12/86,"7,18",56,"7,8",Villageriz, 
7,Castilla y León,13409,Zamora,1492452,13026,Villalazán,18/03/87,"14,93",267,"17,88",Villalazán, 
7,Castilla y León,13409,Zamora,1492465,13027,Villalba de la Lampreana,19/09/86,"28,22",227,"8,04",Villalba de la Lampreana, 
7,Castilla y León,13409,Zamora,1492471,13028,Villalcampo,09/10/86,"64,77",432,"6,67",Villalcampo, 
7,Castilla y León,13409,Zamora,1492487,13029,Villalobos,03/10/86,"43,18",239,"5,53",Villalobos, 
7,Castilla y León,13409,Zamora,1492490,13030,Villalonso,23/09/86,"14,9",81,"5,44",Villalonso, 
7,Castilla y León,13409,Zamora,1492503,13031,Villalpando,10/09/86,"126,92",1475,"11,62",Villalpando, 
7,Castilla y León,13409,Zamora,1492510,13032,Villalube,10/10/86,"40,09",169,"4,22",Villalube, 
7,Castilla y León,13409,Zamora,1492525,13033,Villamayor de Campos,01/09/86,"26,32",333,"12,65",Villamayor de Campos, 
7,Castilla y León,13409,Zamora,1492559,13034,Villamor de los Escuderos,24/10/86,"55,77",384,"6,89",Villamor de los Escuderos, 
7,Castilla y León,13409,Zamora,1492562,13035,Villanázar,14/10/86,"18,29",274,"14,98",Villanázar, 
7,Castilla y León,13409,Zamora,1492578,13036,Villanueva de Azoague,24/10/86,"19,19",350,"18,24",Villanueva de Azoague, 
7,Castilla y León,13409,Zamora,1492584,13037,Villanueva de Campeán,23/09/86,"12,04",112,"9,3",Villanueva de Campeán, 
7,Castilla y León,13409,Zamora,1492597,13038,Villanueva de las Peras,03/10/86,"16,97",78,"4,6",Villanueva de las Peras, 
7,Castilla y León,13409,Zamora,1492601,13039,Villanueva del Campo,10/09/86,"40,09",818,"20,4",Villanueva del Campo, 
7,Castilla y León,13409,Zamora,1492639,13042,Villar de Fallaves,19/09/86,"20,92",45,"2,15",Villar de Fallaves, 
7,Castilla y León,13409,Zamora,1492644,13043,Villar del Buey,24/10/86,"134,23",571,"4,25",Villar del Buey, 
7,Castilla y León,13409,Zamora,1492618,13040,Villaralbo,22/10/86,"22,04",1821,"82,62",Villaralbo, 
7,Castilla y León,13409,Zamora,1492623,13041,Villardeciervos,01/12/86,"85,55",413,"4,83",Villardeciervos, 
7,Castilla y León,13409,Zamora,1492657,13044,Villardiegua de la Ribera,29/09/86,"28,62",127,"4,44",Villardiegua de la Ribera, 
7,Castilla y León,13409,Zamora,1492660,13045,Villárdiga,29/09/86,"16,92",77,"4,55",Villárdiga, 
7,Castilla y León,13409,Zamora,1492676,13046,Villardondiego,29/09/86,"24,35",107,"4,39",Villardondiego, 
7,Castilla y León,13409,Zamora,1492682,13047,Villarrín de Campos,10/09/86,"50,09",383,"7,65",Villarrín de Campos, 
7,Castilla y León,13409,Zamora,1492695,13048,Villaseco del Pan,16/12/86,"34,56",231,"6,68",Villaseco del Pan, 
7,Castilla y León,13409,Zamora,1492709,13049,Villavendimio,10/09/86,"15,62",162,"10,37",Villavendimio, 
7,Castilla y León,13409,Zamora,1492721,13051,Villaveza de Valverde,10/10/86,"12,37",77,"6,22",Villaveza de Valverde, 
7,Castilla y León,13409,Zamora,1492716,13050,Villaveza del Agua,29/09/86,"26,32",187,"7,1",Villaveza del Agua, 
7,Castilla y León,13409,Zamora,1492737,13052,Viñas,10/10/86,"39,96",180,"4,5",Viñas, 
7,Castilla y León,13409,Zamora,1492755,13053,Zamora,15/09/86,"149,28",61406,"411,35",Zamora, 
8,Castilla-La Mancha,13410,Albacete,1020019,5289,Abengibre,11/09/86,"30,77",790,"25,67",Abengibre, 
8,Castilla-La Mancha,13410,Albacete,1020024,5290,Alatoz,12/08/86,"63,86",519,"8,13",Alatoz, 
8,Castilla-La Mancha,13410,Albacete,1020030,5291,Albacete,21/10/86,"1126,99",173329,"153,8",Albacete," 
 
 "
8,Castilla-La Mancha,13410,Albacete,1020045,5292,Albatana,26/08/86,"30,5",692,"22,69",Albatana, 
8,Castilla-La Mancha,13410,Albacete,1020058,5293,Alborea,14/08/86,"71,87",658,"9,16",Alborea, 
8,Castilla-La Mancha,13410,Albacete,1020061,5294,Alcadozo,13/10/86,"99,59",654,"6,57",Alcadozo, 
8,Castilla-La Mancha,13410,Albacete,1020077,5295,Alcalá del Júcar,21/10/86,"146,82",1170,"7,97",Alcalá del Júcar, 
8,Castilla-La Mancha,13410,Albacete,1020083,5296,Alcaraz,14/08/86,"370,53",1351,"3,65",Alcaraz, 
8,Castilla-La Mancha,13410,Albacete,1020096,5297,Almansa,29/09/86,"531,82",24419,"45,92",Almansa, 
8,Castilla-La Mancha,13410,Albacete,1020100,5298,Alpera,22/08/86,"178,47",2265,"12,69",Alpera, 
8,Castilla-La Mancha,13410,Albacete,1020117,5299,Ayna,14/08/86,"146,59",616,"4,2",Ayna, 
8,Castilla-La Mancha,13410,Albacete,1020122,5300,Balazote,11/09/86,"65,15",2334,"35,83",Balazote, 
8,Castilla-La Mancha,13410,Albacete,1020143,5302,"Ballestero, El",14/08/86,"138,69",405,"2,92","Ballestero, El", 
8,Castilla-La Mancha,13410,Albacete,1020138,5301,Balsa de Ves,14/08/86,"76,35",158,"2,07",Balsa de Ves, 
8,Castilla-La Mancha,13410,Albacete,1020156,5303,Barrax,15/09/86,"189,86",1833,"9,65",Barrax, 
8,Castilla-La Mancha,13410,Albacete,1020169,5304,Bienservida,30/04/90,"90,73",603,"6,65",Bienservida, 
8,Castilla-La Mancha,13410,Albacete,1020175,5305,Bogarra,17/09/86,"166,01",842,"5,07",Bogarra, 
8,Castilla-La Mancha,13410,Albacete,1020181,5306,Bonete,09/10/86,"125,06",1049,"8,39",Bonete, 
8,Castilla-La Mancha,13410,Albacete,1020194,5307,"Bonillo, El",28/04/88,"502,66",2779,"5,53","Bonillo, El", 
8,Castilla-La Mancha,13410,Albacete,1020208,5308,Carcelén,21/01/88,"75,36",501,"6,65",Carcelén, 
8,Castilla-La Mancha,13410,Albacete,1020215,5309,Casas de Juan Núñez,11/09/86,"88,98",1307,"14,69",Casas de Juan Núñez, 
8,Castilla-La Mancha,13410,Albacete,1020220,5310,Casas de Lázaro,26/08/86,"112,32",363,"3,23",Casas de Lázaro, 
8,Castilla-La Mancha,13410,Albacete,1020236,5311,Casas de Ves,14/08/86,"125,09",572,"4,57",Casas de Ves, 
8,Castilla-La Mancha,13410,Albacete,1020241,5312,Casas-Ibáñez,12/08/86,"103,25",4538,"43,95",Casas-Ibáñez, 
8,Castilla-La Mancha,13410,Albacete,1020254,5313,Caudete,13/11/87,"141,63",9963,"70,35",Caudete, 
8,Castilla-La Mancha,13410,Albacete,1020267,5314,Cenizate,22/09/86,"63,26",1181,"18,67",Cenizate, 
8,Castilla-La Mancha,13410,Albacete,1020292,5317,Chinchilla de Monte-Aragón,21/01/88,"679,27",4206,"6,19",Chinchilla de Monte-Aragón, 
8,Castilla-La Mancha,13410,Albacete,1020273,5315,Corral-Rubio,22/08/86,"94,76",324,"3,42",Corral-Rubio, 
8,Castilla-La Mancha,13410,Albacete,1020289,5316,Cotillas,25/08/86,"14,47",123,"8,5",Cotillas, 
8,Castilla-La Mancha,13410,Albacete,1020306,5318,Elche de la Sierra,03/09/86,"239,49",3585,"14,97",Elche de la Sierra, 
8,Castilla-La Mancha,13410,Albacete,1020313,5319,Férez,09/06/88,"126,14",643,"5,1",Férez, 
8,Castilla-La Mancha,13410,Albacete,1020328,5320,Fuensanta,05/11/86,"23,96",297,"12,4",Fuensanta, 
8,Castilla-La Mancha,13410,Albacete,1020334,5321,Fuente-Álamo,14/08/86,"133,39",2489,"18,66",Fuente-Álamo, 
8,Castilla-La Mancha,13410,Albacete,1020349,5322,Fuentealbilla,12/08/86,"108,29",1792,"16,55",Fuentealbilla, 
8,Castilla-La Mancha,13410,Albacete,1020352,5323,"Gineta, La",16/10/86,"136,76",2512,"18,37","Gineta, La"," 
 "
8,Castilla-La Mancha,13410,Albacete,1020365,5324,Golosalvo,15/09/86,"28,18",104,"3,69",Golosalvo, 
8,Castilla-La Mancha,13410,Albacete,1020371,5325,Hellín,29/09/86,"781,66",30306,"38,77",Hellín, 
8,Castilla-La Mancha,13410,Albacete,1020387,5326,"Herrera, La",11/09/86,"63,43",326,"5,14","Herrera, La", 
8,Castilla-La Mancha,13410,Albacete,1020390,5327,Higueruela,12/08/86,"205,45",1158,"5,64",Higueruela, 
8,Castilla-La Mancha,13410,Albacete,1020404,5328,Hoya-Gonzalo,12/08/86,"114,57",647,"5,65",Hoya-Gonzalo, 
8,Castilla-La Mancha,13410,Albacete,1020411,5329,Jorquera,04/09/86,"67,97",355,"5,22",Jorquera, 
8,Castilla-La Mancha,13410,Albacete,1020426,5330,Letur,03/05/88,"264,4",919,"3,48",Letur, 
8,Castilla-La Mancha,13410,Albacete,1020432,5331,Lezuza,14/11/86,"360,9",1358,"3,76",Lezuza, 
8,Castilla-La Mancha,13410,Albacete,1020447,5332,Liétor,09/10/86,"311,79",1175,"3,77",Liétor, 
8,Castilla-La Mancha,13410,Albacete,1020450,5333,Madrigueras,27/10/86,"73,35",4652,"63,42",Madrigueras, 
8,Castilla-La Mancha,13410,Albacete,1020463,5334,Mahora,12/08/86,"108,15",1383,"12,79",Mahora, 
8,Castilla-La Mancha,13410,Albacete,1020479,5335,Masegoso,10/06/88,"103,87",110,"1,06",Masegoso, 
8,Castilla-La Mancha,13410,Albacete,1020485,5336,Minaya,12/08/86,"69,83",1501,"21,5",Minaya, 
8,Castilla-La Mancha,13410,Albacete,1020498,5337,Molinicos,27/10/86,"143,59",852,"5,93",Molinicos, 
8,Castilla-La Mancha,13410,Albacete,1020501,5338,Montalvos,22/08/86,"24,78",97,"3,91",Montalvos, 
8,Castilla-La Mancha,13410,Albacete,1020518,5339,Montealegre del Castillo,26/09/86,"177,82",2051,"11,53",Montealegre del Castillo, 
8,Castilla-La Mancha,13410,Albacete,1020523,5340,Motilleja,13/10/86,"23,82",571,"23,97",Motilleja, 
8,Castilla-La Mancha,13410,Albacete,1020539,5341,Munera,12/08/86,"229,43",3435,"14,97",Munera, 
8,Castilla-La Mancha,13410,Albacete,1020544,5342,Navas de Jorquera,22/09/86,"42,26",517,"12,23",Navas de Jorquera, 
8,Castilla-La Mancha,13410,Albacete,1020557,5343,Nerpio,04/02/87,"434,88",1191,"2,74",Nerpio, 
8,Castilla-La Mancha,13410,Albacete,1020560,5344,Ontur,01/09/86,"54,41",1987,"36,52",Ontur, 
8,Castilla-La Mancha,13410,Albacete,1020576,5345,Ossa de Montiel,10/09/86,"243,5",2307,"9,47",Ossa de Montiel, 
8,Castilla-La Mancha,13410,Albacete,1020582,5346,Paterna del Madera,27/07/88,"112,34",348,"3,1",Paterna del Madera, 
8,Castilla-La Mancha,13410,Albacete,1020609,5348,Peñas de San Pedro,13/10/86,"158,76",1399,"8,81",Peñas de San Pedro," 
 "
8,Castilla-La Mancha,13410,Albacete,1020595,5347,Peñascosa,06/11/86,"189,26",334,"1,76",Peñascosa, 
8,Castilla-La Mancha,13410,Albacete,1020616,5349,Pétrola,07/07/88,"74,61",692,"9,27",Pétrola, 
8,Castilla-La Mancha,13410,Albacete,1020621,5350,Povedilla,18/12/86,"49,43",430,"8,7",Povedilla, 
8,Castilla-La Mancha,13410,Albacete,1029010,5375,Pozo Cañada,24/03/00,"116,83",2797,"23,94",Pozo Cañada, 
8,Castilla-La Mancha,13410,Albacete,1020637,5351,Pozohondo,22/08/86,"136,49",1585,"11,61",Pozohondo, 
8,Castilla-La Mancha,13410,Albacete,1020642,5352,Pozo-Lorente,01/09/86,"80,96",409,"5,05",Pozo-Lorente, 
8,Castilla-La Mancha,13410,Albacete,1020655,5353,Pozuelo,29/09/86,"133,98",481,"3,59",Pozuelo, 
8,Castilla-La Mancha,13410,Albacete,1020668,5354,"Recueja, La",26/08/86,"29,74",242,"8,14","Recueja, La", 
8,Castilla-La Mancha,13410,Albacete,1020674,5355,Riópar,12/08/86,"80,92",1332,"16,46",Riópar, 
8,Castilla-La Mancha,13410,Albacete,1020680,5356,Robledo,05/01/87,"120,08",367,"3,06",Robledo, 
8,Castilla-La Mancha,13410,Albacete,1020693,5357,"Roda, La",15/09/86,"398,89",15476,"38,8","Roda, La", 
8,Castilla-La Mancha,13410,Albacete,1020707,5358,Salobre,03/05/88,"49,53",480,"9,69",Salobre, 
8,Castilla-La Mancha,13410,Albacete,1020714,5359,San Pedro,12/08/86,"83,12",1242,"14,94",San Pedro, 
8,Castilla-La Mancha,13410,Albacete,1020729,5360,Socovos,04/05/88,"139,04",1787,"12,85",Socovos, 
8,Castilla-La Mancha,13410,Albacete,1020735,5361,Tarazona de la Mancha,09/10/86,"212,68",6235,"29,32",Tarazona de la Mancha, 
8,Castilla-La Mancha,13410,Albacete,1020740,5362,Tobarra,12/08/86,"324,65",7684,"23,67",Tobarra, 
8,Castilla-La Mancha,13410,Albacete,1020753,5363,Valdeganga,27/10/86,"70,66",2028,"28,7",Valdeganga, 
8,Castilla-La Mancha,13410,Albacete,1020766,5364,Vianos,18/12/86,"128,04",346,"2,7",Vianos, 
8,Castilla-La Mancha,13410,Albacete,1020772,5365,Villa de Ves,14/08/86,"57,54",56,",97",Villa de Ves, 
8,Castilla-La Mancha,13410,Albacete,1020788,5366,Villalgordo del Júcar,01/09/86,"46,68",1094,"23,44",Villalgordo del Júcar, 
8,Castilla-La Mancha,13410,Albacete,1020791,5367,Villamalea,12/08/86,"128,34",4027,"31,38",Villamalea, 
8,Castilla-La Mancha,13410,Albacete,1020805,5368,Villapalacios,05/11/86,"87,48",583,"6,66",Villapalacios, 
8,Castilla-La Mancha,13410,Albacete,1020812,5369,Villarrobledo,01/09/86,"862,41",25184,"29,2",Villarrobledo, 
8,Castilla-La Mancha,13410,Albacete,1020827,5370,Villatoya,22/08/86,"18,83",109,"5,79",Villatoya, 
8,Castilla-La Mancha,13410,Albacete,1020833,5371,Villavaliente,11/09/86,"34,84",224,"6,43",Villavaliente, 
8,Castilla-La Mancha,13410,Albacete,1020848,5372,Villaverde de Guadalimar,15/09/86,"69,08",338,"4,89",Villaverde de Guadalimar, 
8,Castilla-La Mancha,13410,Albacete,1020851,5373,Viveros,24/11/86,"65,37",337,"5,16",Viveros, 
8,Castilla-La Mancha,13410,Albacete,1020864,5374,Yeste,17/09/86,"511,22",2657,"5,2",Yeste, 
8,Castilla-La Mancha,13411,Ciudad Real,1130013,7178,Abenójar,26/08/86,"423,43",1375,"3,25",Abenójar, 
8,Castilla-La Mancha,13411,Ciudad Real,1130028,7179,Agudo,10/11/86,"229,96",1659,"7,21",Agudo, 
8,Castilla-La Mancha,13411,Ciudad Real,1130034,7180,Alamillo,26/08/86,"67,29",486,"7,22",Alamillo, 
8,Castilla-La Mancha,13411,Ciudad Real,1130049,7181,Albaladejo,09/09/86,"48,94",1158,"23,66",Albaladejo, 
8,Castilla-La Mancha,13411,Ciudad Real,1130052,7182,Alcázar de San Juan,26/08/86,"666,5",30576,"45,88",Alcázar de San Juan, 
8,Castilla-La Mancha,13411,Ciudad Real,1130065,7183,Alcoba,26/08/86,"307,1",583,"1,9",Alcoba, 
8,Castilla-La Mancha,13411,Ciudad Real,1130071,7184,Alcolea de Calatrava,27/11/86,"70,72",1409,"19,92",Alcolea de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130087,7185,Alcubillas,26/08/86,"47,46",477,"10,05",Alcubillas, 
8,Castilla-La Mancha,13411,Ciudad Real,1130090,7186,Aldea del Rey,23/09/86,"154,32",1657,"10,74",Aldea del Rey, 
8,Castilla-La Mancha,13411,Ciudad Real,1130104,7187,Alhambra,14/05/87,"580,09",1002,"1,73",Alhambra, 
8,Castilla-La Mancha,13411,Ciudad Real,1130111,7188,Almadén,26/08/86,"239,64",5312,"22,17",Almadén, 
8,Castilla-La Mancha,13411,Ciudad Real,1130126,7189,Almadenejos,17/09/86,"102,88",415,"4,03",Almadenejos, 
8,Castilla-La Mancha,13411,Ciudad Real,1130132,7190,Almagro,26/08/86,"249,95",8896,"35,59",Almagro, 
8,Castilla-La Mancha,13411,Ciudad Real,1130147,7191,Almedina,26/08/86,"55,9",516,"9,23",Almedina, 
8,Castilla-La Mancha,13411,Ciudad Real,1130150,7192,Almodóvar del Campo,02/11/87,"1208,25",6027,"4,99",Almodóvar del Campo, 
8,Castilla-La Mancha,13411,Ciudad Real,1130163,7193,Almuradiel,26/08/86,"66,16",772,"11,67",Almuradiel, 
8,Castilla-La Mancha,13411,Ciudad Real,1130179,7194,Anchuras,26/08/86,"231,05",327,"1,42",Anchuras, 
8,Castilla-La Mancha,13411,Ciudad Real,1139035,7278,Arenales de San Gregorio,09/03/99,"30,53",589,"19,29",Arenales de San Gregorio, 
8,Castilla-La Mancha,13411,Ciudad Real,1130185,7195,Arenas de San Juan,13/10/87,"63,09",1011,"16,02",Arenas de San Juan, 
8,Castilla-La Mancha,13411,Ciudad Real,1130198,7196,Argamasilla de Alba,10/11/86,"396,85",6838,"17,23",Argamasilla de Alba," 
 "
8,Castilla-La Mancha,13411,Ciudad Real,1130202,7197,Argamasilla de Calatrava,26/08/86,"167,31",5943,"35,52",Argamasilla de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130219,7198,Arroba de los Montes,09/09/86,"61,7",446,"7,23",Arroba de los Montes, 
8,Castilla-La Mancha,13411,Ciudad Real,1130224,7199,Ballesteros de Calatrava,06/10/86,"57,87",373,"6,45",Ballesteros de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130230,7200,Bolaños de Calatrava,26/08/86,"87,89",11934,"135,78",Bolaños de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130245,7201,Brazatortas,09/09/86,"271,82",1005,"3,7",Brazatortas, 
8,Castilla-La Mancha,13411,Ciudad Real,1130258,7202,Cabezarados,26/08/86,"80,36",322,"4,01",Cabezarados, 
8,Castilla-La Mancha,13411,Ciudad Real,1130261,7203,Cabezarrubias del Puerto,17/09/86,"100,59",481,"4,78",Cabezarrubias del Puerto, 
8,Castilla-La Mancha,13411,Ciudad Real,1130277,7204,Calzada de Calatrava,26/08/86,"410,82",3719,"9,05",Calzada de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130283,7205,Campo de Criptana,26/08/86,"303,39",13414,"44,21",Campo de Criptana, 
8,Castilla-La Mancha,13411,Ciudad Real,1130296,7206,Cañada de Calatrava,17/10/86,"30,13",102,"3,39",Cañada de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130300,7207,Caracuel de Calatrava,27/11/86,"9,92",134,"13,51",Caracuel de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130317,7208,Carrión de Calatrava,12/08/86,"95,49",3082,"32,28",Carrión de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130322,7209,Carrizosa,26/08/86,"26,04",1212,"46,54",Carrizosa, 
8,Castilla-La Mancha,13411,Ciudad Real,1130338,7210,Castellar de Santiago,22/09/86,"95,5",1897,"19,86",Castellar de Santiago, 
8,Castilla-La Mancha,13411,Ciudad Real,1130381,7215,Chillón,15/09/86,"207,78",1816,"8,74",Chillón, 
8,Castilla-La Mancha,13411,Ciudad Real,1130343,7211,Ciudad Real,09/09/86,"285,15",74746,"262,13",Ciudad Real, 
8,Castilla-La Mancha,13411,Ciudad Real,1130356,7212,Corral de Calatrava,18/09/86,"148,82",1123,"7,55",Corral de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130369,7213,"Cortijos, Los",09/09/86,"94,89",884,"9,32","Cortijos, Los", 
8,Castilla-La Mancha,13411,Ciudad Real,1130375,7214,Cózar,26/08/86,"64,99",969,"14,91",Cózar, 
8,Castilla-La Mancha,13411,Ciudad Real,1130394,7216,Daimiel,26/08/86,"438,06",17929,"40,93",Daimiel, 
8,Castilla-La Mancha,13411,Ciudad Real,1130408,7217,Fernán Caballero,09/09/86,"103,96",1001,"9,63",Fernán Caballero, 
8,Castilla-La Mancha,13411,Ciudad Real,1130415,7218,Fontanarejo,09/09/86,"76,95",275,"3,57",Fontanarejo, 
8,Castilla-La Mancha,13411,Ciudad Real,1130420,7219,Fuencaliente,09/09/86,"269,85",1036,"3,84",Fuencaliente, 
8,Castilla-La Mancha,13411,Ciudad Real,1130436,7220,Fuenllana,12/08/86,"59,96",217,"3,62",Fuenllana, 
8,Castilla-La Mancha,13411,Ciudad Real,1130441,7221,Fuente el Fresno,26/08/86,"119,46",3220,"26,95",Fuente el Fresno, 
8,Castilla-La Mancha,13411,Ciudad Real,1130454,7222,Granátula de Calatrava,10/11/86,"152,65",714,"4,68",Granátula de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130467,7223,Guadalmez,17/11/86,"71,99",725,"10,07",Guadalmez, 
8,Castilla-La Mancha,13411,Ciudad Real,1130473,7224,Herencia,17/12/86,"227,31",8390,"36,91",Herencia, 
8,Castilla-La Mancha,13411,Ciudad Real,1130489,7225,Hinojosas de Calatrava,05/09/86,"102,52",536,"5,23",Hinojosas de Calatrava, 
8,Castilla-La Mancha,13411,Ciudad Real,1130492,7226,Horcajo de los Montes,28/08/86,"207,47",883,"4,26",Horcajo de los Montes, 
8,Castilla-La Mancha,13411,Ciudad Real,1130505,7227,"Labores, Las",06/10/86,"34,14",569,"16,67","Labores, Las", 
8,Castilla-La Mancha,13411,Ciudad Real,1139040,7279,Llanos del Caudillo,27/05/99,"20,42",719,"35,21",Llanos del Caudillo, 
8,Castilla-La Mancha,13411,Ciudad Real,1130512,7228,Luciana,26/08/86,"113,84",366,"3,22",Luciana, 
8,Castilla-La Mancha,13411,Ciudad Real,1130527,7229,Malagón,26/08/86,"364,8",7998,"21,92",Malagón, 
8,Castilla-La Mancha,13411,Ciudad Real,1130533,7230,Manzanares,09/09/86,"474,22",17997,"37,95",Manzanares, 
