CODIGO_CA,COMUNIDAD_AUTONOMA,Codigo Provincia,PROVINCIA,NUMERO_INSCRIPCION,Codigo Municipio,DENOMINACION,FECHA_INSCRIPCION,SUPERFICIE,HABITANTES,DENSIDAD,CAPITALIDAD,ANOTACION
7,Castilla y León,13402,Burgos,1099051,6776,Valle de Sedano,13/11/86,"264,06",436,"1,65",Sedano, 
7,Castilla y León,13402,Burgos,1094120,6718,Valle de Tobalina,10/10/86,"157,49",954,"6,06",Quintana Martín Galíndez, 
7,Castilla y León,13402,Burgos,1094136,6719,Valle de Valdebezana,19/12/86,"156,64",475,"3,03",Soncillo," 
 "
7,Castilla y León,13402,Burgos,1094141,6720,Valle de Valdelaguna,13/11/86,"92,66",187,"2,02",Huerta de Abajo, 
7,Castilla y León,13402,Burgos,1094154,6721,Valle de Valdelucio,13/11/86,"95,7",326,"3,41",Quintanas de Valdelucio, 
7,Castilla y León,13402,Burgos,1094167,6722,Valle de Zamanzas,13/11/86,"19,27",66,"3,43",Gallejones, 
7,Castilla y León,13402,Burgos,1094173,6723,Vallejera,19/12/86,"18,32",43,"2,35",Vallejera, 
7,Castilla y León,13402,Burgos,1094189,6724,Valles de Palenzuela,13/11/86,"20,87",81,"3,88",Valles de Palenzuela, 
7,Castilla y León,13402,Burgos,1094192,6725,Valluércanes,13/11/86,"27,95",72,"2,58",Valluércanes, 
7,Castilla y León,13402,Burgos,1094075,6713,Valmala,13/11/86,"16,97",28,"1,65",Valmala, 
7,Castilla y León,13402,Burgos,1094228,6727,"Vid de Bureba, La",13/11/86,"9,74",33,"3,39","Vid de Bureba, La", 
7,Castilla y León,13402,Burgos,1094213,6726,"Vid y Barrios, La",13/11/86,"37,58",259,"6,89",Zuzones, 
7,Castilla y León,13402,Burgos,1094234,6728,Vileña,13/11/86,"6,35",28,"4,41",Vileña, 
7,Castilla y León,13402,Burgos,1094271,6731,Villadiego,13/11/86,"327,96",1492,"4,55",Villadiego, 
7,Castilla y León,13402,Burgos,1094287,6732,Villaescusa de Roa,13/11/86,"17,5",107,"6,11",Villaescusa de Roa, 
7,Castilla y León,13402,Burgos,1094290,6733,Villaescusa la Sombría,09/01/87,"16,24",58,"3,57",Villaescusa la Sombría, 
7,Castilla y León,13402,Burgos,1094304,6734,Villaespasa,13/11/86,"19,49",23,"1,18",Villaespasa, 
7,Castilla y León,13402,Burgos,1094311,6735,Villafranca Montes de Oca,13/11/86,"52,45",122,"2,33",Villafranca Montes de Oca, 
7,Castilla y León,13402,Burgos,1094326,6736,Villafruela,13/11/86,"52,01",186,"3,58",Villafruela, 
7,Castilla y León,13402,Burgos,1094332,6737,Villagalijo,13/11/86,"22,07",62,"2,81",Villagalijo, 
7,Castilla y León,13402,Burgos,1094347,6738,Villagonzalo Pedernales,22/09/86,"13,82",1827,"132,2",Villagonzalo Pedernales, 
7,Castilla y León,13402,Burgos,1094379,6739,Villahoz,13/11/86,"50,53",293,"5,8",Villahoz, 
7,Castilla y León,13402,Burgos,1094385,6740,Villalba de Duero,13/11/86,"13,75",699,"50,84",Villalba de Duero, 
7,Castilla y León,13402,Burgos,1094398,6741,Villalbilla de Burgos,13/11/86,"14,45",1407,"97,37",Villalbilla de Burgos, 
7,Castilla y León,13402,Burgos,1094402,6742,Villalbilla de Gumiel,19/12/86,"26,41",81,"3,07",Villalbilla de Gumiel, 
7,Castilla y León,13402,Burgos,1094419,6743,Villaldemiro,13/11/86,"13,43",94,7,Villaldemiro, 
7,Castilla y León,13402,Burgos,1094424,6744,Villalmanzo,13/11/86,"23,91",427,"17,86",Villalmanzo, 
7,Castilla y León,13402,Burgos,1094430,6745,Villamayor de los Montes,22/09/86,"40,71",170,"4,18",Villamayor de los Montes, 
7,Castilla y León,13402,Burgos,1094445,6746,Villamayor de Treviño,13/11/86,"18,75",63,"3,36",Villamayor de Treviño, 
7,Castilla y León,13402,Burgos,1094458,6747,Villambistia,13/11/86,"13,07",44,"3,37",Villambistia, 
7,Castilla y León,13402,Burgos,1094461,6748,Villamedianilla,19/12/86,"6,76",12,"1,78",Villamedianilla, 
7,Castilla y León,13402,Burgos,1094477,6749,Villamiel de la Sierra,13/11/86,"17,91",45,"2,51",Villamiel de la Sierra, 
7,Castilla y León,13402,Burgos,1094483,6750,Villangómez,13/11/86,"38,35",214,"5,58",Villangómez, 
7,Castilla y León,13402,Burgos,1094496,6751,Villanueva de Argaño,13/11/86,"7,92",119,"15,03",Villanueva de Argaño, 
7,Castilla y León,13402,Burgos,1094509,6752,Villanueva de Carazo,13/11/86,"7,38",27,"3,66",Villanueva de Carazo, 
7,Castilla y León,13402,Burgos,1094516,6753,Villanueva de Gumiel,13/11/86,"22,33",279,"12,49",Villanueva de Gumiel, 
7,Castilla y León,13402,Burgos,1094542,6754,Villanueva de Teba,09/01/87,"6,12",43,"7,03",Villanueva de Teba, 
7,Castilla y León,13402,Burgos,1094555,6755,Villaquirán de la Puebla,19/12/86,"11,48",45,"3,92",Villaquirán de la Puebla, 
7,Castilla y León,13402,Burgos,1094568,6756,Villaquirán de los Infantes,13/11/86,"12,98",158,"12,17",Villaquirán de los Infantes, 
7,Castilla y León,13402,Burgos,1099033,6774,Villarcayo de Merindad de Castilla la Vieja,09/01/87,"151,27",4097,"27,08",Villarcayo, 
7,Castilla y León,13402,Burgos,1094580,6757,Villariezo,26/12/86,"10,24",644,"62,89",Villariezo, 
7,Castilla y León,13402,Burgos,1094607,6758,Villasandino,29/12/86,"43,71",185,"4,23",Villasandino, 
7,Castilla y León,13402,Burgos,1094635,6759,Villasur de Herreros,13/10/86,"87,8",268,"3,05",Villasur de Herreros, 
7,Castilla y León,13402,Burgos,1094640,6760,Villatuelda,19/12/86,"15,3",41,"2,68",Villatuelda, 
7,Castilla y León,13402,Burgos,1094666,6761,Villaverde del Monte,13/11/86,"37,31",115,"3,08",Villaverde del Monte, 
7,Castilla y León,13402,Burgos,1094672,6762,Villaverde-Mogina,19/12/86,"13,55",74,"5,46",Villaverde-Mogina, 
7,Castilla y León,13402,Burgos,1094712,6763,Villayerno Morquillas,13/11/86,"10,49",186,"17,73",Villayerno Morquillas, 
7,Castilla y León,13402,Burgos,1094727,6764,Villazopeque,13/11/86,"11,73",54,"4,6",Villazopeque, 
7,Castilla y León,13402,Burgos,1094733,6765,Villegas,13/11/86,"24,59",87,"3,54",Villegas, 
7,Castilla y León,13402,Burgos,1094764,6766,Villoruebo,19/12/86,"25,75",72,"2,8",Villoruebo, 
7,Castilla y León,13402,Burgos,1094249,6729,Viloria de Rioja,19/12/86,"6,95",41,"5,9",Viloria de Rioja, 
7,Castilla y León,13402,Burgos,1094252,6730,Vilviestre del Pinar,11/09/86,"33,9",520,"15,34",Vilviestre del Pinar, 
7,Castilla y León,13402,Burgos,1094786,6767,Vizcaínos,13/11/86,"11,48",46,"4,01",Vizcaínos, 
7,Castilla y León,13402,Burgos,1094803,6768,Zael,22/09/86,"18,76",112,"5,97",Zael, 
7,Castilla y León,13402,Burgos,1094825,6769,Zarzosa de Río Pisuerga,19/12/86,"10,81",35,"3,24",Zarzosa de Río Pisuerga, 
7,Castilla y León,13402,Burgos,1094831,6770,Zazuar,13/11/86,"22,58",210,"9,3",Zazuar, 
7,Castilla y León,13402,Burgos,1094859,6771,Zuñeda,13/11/86,"12,14",56,"4,61",Zuñeda, 
7,Castilla y León,13403,León,1240016,8830,Acebedo,17/09/86,"50,18",187,"3,73",Acebedo, 
7,Castilla y León,13403,León,1240021,8831,Algadefe,23/10/86,"15,33",289,"18,85",Algadefe, 
7,Castilla y León,13403,León,1240037,8832,Alija del Infantado,17/09/86,"52,31",647,"12,37",Alija del Infantado, 
7,Castilla y León,13403,León,1240042,8833,Almanza,20/02/87,"141,99",574,"4,04",Almanza, 
7,Castilla y León,13403,León,1240055,8834,"Antigua, La",23/10/86,"54,7",360,"6,58","Antigua, La", 
7,Castilla y León,13403,León,1240068,8835,Ardón,09/09/86,"48,65",560,"11,51",Ardón, 
7,Castilla y León,13403,León,1240074,8836,Arganza,20/02/87,"39,99",816,"20,41",Arganza, 
7,Castilla y León,13403,León,1240080,8837,Astorga,23/10/86,"46,78",10867,"232,3",Astorga, 
7,Castilla y León,13403,León,1240093,8838,Balboa,20/02/87,"51,04",290,"5,68",Balboa, 
7,Castilla y León,13403,León,1240107,8839,"Bañeza, La",23/10/86,"19,71",10338,"524,51","Bañeza, La", 
7,Castilla y León,13403,León,1240114,8840,Barjas,09/09/86,"57,63",190,"3,3",Barjas, 
7,Castilla y León,13403,León,1240129,8841,"Barrios de Luna, Los",23/10/86,"94,29",314,"3,33","Barrios de Luna, Los", 
7,Castilla y León,13403,León,1240140,8842,Bembibre,23/10/86,"63,42",8705,"137,26",Bembibre, 
7,Castilla y León,13403,León,1240153,8843,Benavides,23/10/86,"74,07",2455,"33,14",Benavides de Órbigo, 
7,Castilla y León,13403,León,1240166,8844,Benuza,17/09/86,"172,9",530,"3,07",Benuza, 
7,Castilla y León,13403,León,1240172,8845,Bercianos del Páramo,09/09/86,"35,09",562,"16,02",Bercianos del Páramo, 
7,Castilla y León,13403,León,1240188,8846,Bercianos del Real Camino,17/09/86,"34,24",193,"5,64",Bercianos del Real Camino, 
7,Castilla y León,13403,León,1240191,8847,Berlanga del Bierzo,17/09/86,"27,89",360,"12,91",Berlanga del Bierzo, 
7,Castilla y León,13403,León,1240205,8848,Boca de Huérgano,09/09/86,"291,89",464,"1,59",Boca de Huérgano, 
7,Castilla y León,13403,León,1240212,8849,Boñar,09/09/86,"180,62",1832,"10,14",Boñar, 
7,Castilla y León,13403,León,1240227,8850,Borrenes,23/10/86,"36,38",315,"8,66",Borrenes, 
7,Castilla y León,13403,León,1240233,8851,Brazuelo,09/09/86,"98,13",295,"3,01",Brazuelo, 
7,Castilla y León,13403,León,1240248,8852,"Burgo Ranero, El",09/09/86,"98,34",715,"7,27","Burgo Ranero, El", 
7,Castilla y León,13403,León,1240251,8853,Burón,09/09/86,"157,72",308,"1,95",Burón, 
7,Castilla y León,13403,León,1240264,8854,Bustillo del Páramo,23/10/86,"71,77",1165,"16,23",Bustillo del Páramo, 
7,Castilla y León,13403,León,1240270,8855,Cabañas Raras,23/10/86,"19,11",1356,"70,96",Cabañas Raras, 
7,Castilla y León,13403,León,1240286,8856,Cabreros del Río,09/09/86,"24,77",413,"16,67",Cabreros del Río, 
7,Castilla y León,13403,León,1240299,8857,Cabrillanes,17/09/86,"170,45",759,"4,45",Cabrillanes, 
7,Castilla y León,13403,León,1240303,8858,Cacabelos,20/02/87,"32,66",5118,"156,71",Cacabelos, 
7,Castilla y León,13403,León,1240310,8859,Calzada del Coto,09/09/86,"56,03",223,"3,98",Calzada del Coto, 
7,Castilla y León,13403,León,1240325,8860,Campazas,17/09/86,"20,88",119,"5,7",Campazas, 
7,Castilla y León,13403,León,1240331,8861,Campo de Villavidel,23/10/86,"13,97",209,"14,96",Campo de Villavidel, 
7,Castilla y León,13403,León,1240346,8862,Camponaraya,09/09/86,"29,13",4096,"140,61",Camponaraya, 
7,Castilla y León,13403,León,1240362,8863,Candín,17/09/86,"139,62",274,"1,96",Candín, 
7,Castilla y León,13403,León,1240378,8864,Cármenes,23/10/86,"154,09",352,"2,28",Cármenes, 
7,Castilla y León,13403,León,1240384,8865,Carracedelo,17/09/86,"32,43",3425,"105,61",Carracedelo, 
7,Castilla y León,13403,León,1240397,8866,Carrizo,23/10/86,"41,85",2228,"53,24",Carrizo de la Ribera, 
7,Castilla y León,13403,León,1240401,8867,Carrocera,09/09/86,"65,98",451,"6,84",Carrocera, 
7,Castilla y León,13403,León,1240418,8868,Carucedo,17/09/86,35,562,"16,06",Carucedo, 
7,Castilla y León,13403,León,1240423,8869,Castilfalé,17/09/86,"25,9",69,"2,66",Castilfalé, 
7,Castilla y León,13403,León,1240439,8870,Castrillo de Cabrera,17/09/86,"115,87",119,"1,03",Castrillo de Cabrera, 
7,Castilla y León,13403,León,1240444,8871,Castrillo de la Valduerna,09/09/86,"23,51",158,"6,72",Castrillo de la Valduerna, 
7,Castilla y León,13403,León,1240460,8872,Castrocalbón,09/09/86,"88,3",964,"10,92",Castrocalbón, 
7,Castilla y León,13403,León,1240476,8873,Castrocontrigo,23/10/86,"194,49",765,"3,93",Castrocontrigo, 
7,Castilla y León,13403,León,1240495,8874,Castropodame,23/10/86,"59,6",1628,"27,32",Castropodame, 
7,Castilla y León,13403,León,1240508,8875,Castrotierra de Valmadrigal,09/09/86,"23,5",115,"4,89",Castrotierra de Valmadrigal, 
7,Castilla y León,13403,León,1240515,8876,Cea,23/10/86,"112,34",413,"3,68",Cea, 
7,Castilla y León,13403,León,1240520,8877,Cebanico,09/09/86,"89,75",147,"1,64",Cebanico, 
7,Castilla y León,13403,León,1240536,8878,Cebrones del Río,09/09/86,"21,24",451,"21,23",Cebrones del Río, 
7,Castilla y León,13403,León,1240652,8890,Chozas de Abajo,09/09/86,"100,38",2581,"25,71",Chozas de Abajo, 
7,Castilla y León,13403,León,1240541,8879,Cimanes de la Vega,09/09/86,"26,04",463,"17,78",Cimanes de la Vega, 
7,Castilla y León,13403,León,1240554,8880,Cimanes del Tejar,09/09/86,"73,94",724,"9,79",Cimanes del Tejar, 
7,Castilla y León,13403,León,1240567,8881,Cistierna,09/09/86,"97,61",3135,"32,12",Cistierna, 
7,Castilla y León,13403,León,1240573,8882,Congosto,23/10/86,"36,81",1475,"40,07",Congosto, 
7,Castilla y León,13403,León,1240589,8883,Corbillos de los Oteros,09/09/86,"31,8",199,"6,26",Corbillos de los Oteros, 
7,Castilla y León,13403,León,1240592,8884,Corullón,20/02/87,"78,27",887,"11,33",Corullón, 
7,Castilla y León,13403,León,1240606,8885,Crémenes,17/09/86,"153,12",544,"3,55",Crémenes, 
7,Castilla y León,13403,León,1240613,8886,Cuadros,17/09/86,"109,7",2001,"18,24",Cuadros, 
7,Castilla y León,13403,León,1240628,8887,Cubillas de los Oteros,23/10/86,"12,48",141,"11,3",Cubillas de los Oteros, 
7,Castilla y León,13403,León,1240634,8888,Cubillas de Rueda,17/09/86,"86,82",388,"4,47",Cubillas de Rueda, 
7,Castilla y León,13403,León,1240649,8889,Cubillos del Sil,24/06/91,"53,41",1816,34,Cubillos del Sil, 
7,Castilla y León,13403,León,1240665,8891,Destriana,23/10/86,"56,22",479,"8,52",Destriana, 
7,Castilla y León,13403,León,1240671,8892,Encinedo,23/10/86,"195,01",709,"3,64",Encinedo, 
7,Castilla y León,13403,León,1240687,8893,"Ercina, La",09/09/86,"105,02",457,"4,35","Ercina, La", 
7,Castilla y León,13403,León,1240690,8894,Escobar de Campos,17/09/86,"17,14",39,"2,28",Escobar de Campos, 
7,Castilla y León,13403,León,1240704,8895,Fabero,17/09/86,"54,47",4493,"82,49",Fabero, 
7,Castilla y León,13403,León,1240711,8896,Folgoso de la Ribera,09/09/86,"69,26",1080,"15,59",Folgoso de la Ribera, 
7,Castilla y León,13403,León,1240732,8897,Fresno de la Vega,23/10/86,"15,14",496,"32,76",Fresno de la Vega, 
7,Castilla y León,13403,León,1240747,8898,Fuentes de Carbajal,17/09/86,"32,13",98,"3,05",Fuentes de Carbajal, 
7,Castilla y León,13403,León,1240763,8899,Garrafe de Torío,23/10/86,"125,27",1504,"12,01",Garrafe de Torío, 
7,Castilla y León,13403,León,1240779,8900,Gordaliza del Pino,17/09/86,"27,32",252,"9,22",Gordaliza del Pino, 
7,Castilla y León,13403,León,1240785,8901,Gordoncillo,17/09/86,"23,36",409,"17,51",Gordoncillo, 
7,Castilla y León,13403,León,1240798,8902,Gradefes,09/09/86,"205,86",954,"4,63",Gradefes, 
7,Castilla y León,13403,León,1240802,8903,Grajal de Campos,17/09/86,"25,37",227,"8,95",Grajal de Campos, 
7,Castilla y León,13403,León,1240819,8904,Gusendos de los Oteros,23/10/86,"24,68",124,"5,02",Gusendos de los Oteros, 
7,Castilla y León,13403,León,1240824,8905,Hospital de Órbigo,20/02/87,"4,58",998,"217,9",Hospital de Órbigo, 
7,Castilla y León,13403,León,1240830,8906,Igüeña,23/10/86,"206,11",1145,"5,56",Igüeña, 
7,Castilla y León,13403,León,1240845,8907,Izagre,23/10/86,"44,23",159,"3,59",Izagre, 
7,Castilla y León,13403,León,1240861,8908,Joarilla de las Matas,20/02/87,"51,47",296,"5,75",Joarilla de las Matas, 
7,Castilla y León,13403,León,1240877,8909,Laguna Dalga,17/09/86,"38,41",645,"16,79",Laguna Dalga, 
7,Castilla y León,13403,León,1240883,8910,Laguna de Negrillos,20/02/87,"71,8",1058,"14,74",Laguna de Negrillos, 
7,Castilla y León,13403,León,1240896,8911,León,20/02/87,"39,03",124303,"3184,81",León, 
7,Castilla y León,13403,León,1240922,8914,Llamas de la Ribera,20/02/87,"59,88",825,"13,78",Llamas de la Ribera, 
7,Castilla y León,13403,León,1240900,8912,Lucillo,09/09/86,"164,91",376,"2,28",Lucillo, 
7,Castilla y León,13403,León,1240917,8913,Luyego,23/10/86,"132,31",628,"4,75",Luyego de Somoza, 
7,Castilla y León,13403,León,1240938,8915,Magaz de Cepeda,09/09/86,"72,64",359,"4,94",Magaz de Cepeda, 
7,Castilla y León,13403,León,1240943,8916,Mansilla de las Mulas,09/09/86,"35,36",1733,"49,01",Mansilla de las Mulas, 
7,Castilla y León,13403,León,1240956,8917,Mansilla Mayor,20/02/87,"14,48",334,"23,07",Mansilla Mayor, 
7,Castilla y León,13403,León,1240969,8918,Maraña,09/09/86,"33,57",115,"3,43",Maraña, 
7,Castilla y León,13403,León,1240975,8919,Matadeón de los Oteros,17/09/86,"46,44",228,"4,91",Matadeón de los Oteros, 
7,Castilla y León,13403,León,1240981,8920,Matallana de Torío,09/09/86,"73,45",1270,"17,29",Robles de la Valcueva, 
7,Castilla y León,13403,León,1240994,8921,Matanza,09/09/86,"53,58",165,"3,08",Matanza de los Oteros, 
7,Castilla y León,13403,León,1241008,8922,Molinaseca,23/10/86,"79,63",884,"11,1",Molinaseca, 
7,Castilla y León,13403,León,1241015,8923,Murias de Paredes,23/10/86,"202,18",399,"1,97",Murias de Paredes, 
7,Castilla y León,13403,León,1241020,8924,Noceda del Bierzo,23/10/86,"72,14",672,"9,32",Noceda, 
7,Castilla y León,13403,León,1241036,8925,Oencia,17/09/86,"97,91",274,"2,8",Oencia," 
 "
7,Castilla y León,13403,León,1241041,8926,"Omañas, Las",17/09/86,"32,49",266,"8,19","Omañas, Las", 
7,Castilla y León,13403,León,1241054,8927,Onzonilla,09/09/86,"21,78",1835,"84,25",Onzonilla, 
7,Castilla y León,13403,León,1241067,8928,Oseja de Sajambre,09/09/86,"71,78",232,"3,23",Oseja de Sajambre, 
7,Castilla y León,13403,León,1241073,8929,Pajares de los Oteros,17/09/86,"61,82",266,"4,3",Pajares de los Oteros, 
7,Castilla y León,13403,León,1241089,8930,Palacios de la Valduerna,09/09/86,"20,42",379,"18,56",Palacios de la Valduerna, 
7,Castilla y León,13403,León,1241092,8931,Palacios del Sil,09/09/86,"181,41",941,"5,19",Palacios del Sil, 
7,Castilla y León,13403,León,1241106,8932,Páramo del Sil,20/02/87,"190,17",1259,"6,62",Páramo del Sil, 
7,Castilla y León,13403,León,1241128,8933,Peranzanes,09/09/86,"117,54",300,"2,55",Peranzanes, 
7,Castilla y León,13403,León,1241134,8934,Pobladura de Pelayo García,23/10/86,"20,17",373,"18,49",Pobladura de Pelayo García, 
7,Castilla y León,13403,León,1241149,8935,"Pola de Gordón, La",23/10/86,"157,64",3224,"20,45","Pola de Gordón, La", 
7,Castilla y León,13403,León,1241152,8936,Ponferrada,23/10/86,"283,17",64674,"228,39",Ponferrada, 
7,Castilla y León,13403,León,1241165,8937,Posada de Valdeón,20/02/87,"164,06",415,"2,53",Posada de Valdeón, 
7,Castilla y León,13403,León,1241171,8938,Pozuelo del Páramo,09/09/86,"36,23",431,"11,9",Pozuelo del Páramo, 
7,Castilla y León,13403,León,1241187,8939,Prado de la Guzpeña,17/09/86,"22,94",107,"4,66",Prado de la Guzpeña, 
7,Castilla y León,13403,León,1241190,8940,Priaranza del Bierzo,20/02/87,"33,69",788,"23,39",Priaranza del Bierzo, 
7,Castilla y León,13403,León,1241204,8941,Prioro,09/09/86,"48,98",340,"6,94",Prioro, 
7,Castilla y León,13403,León,1241211,8942,Puebla de Lillo,09/09/86,"171,4",681,"3,97",Puebla de Lillo, 
7,Castilla y León,13403,León,1241226,8943,Puente de Domingo Flórez,09/09/86,"59,18",1500,"25,35",Puente de Domingo Flórez, 
7,Castilla y León,13403,León,1241232,8944,Quintana del Castillo,20/02/87,"155,71",735,"4,72",Quintana del Castillo, 
7,Castilla y León,13403,León,1241247,8945,Quintana del Marco,09/09/86,"23,36",362,"15,5",Quintana del Marco, 
7,Castilla y León,13403,León,1241250,8946,Quintana y Congosto,23/10/86,"88,52",351,"3,97",Quintana y Congosto, 
7,Castilla y León,13403,León,1241279,8947,Regueras de Arriba,17/09/86,"11,35",280,"24,67",Regueras de Arriba, 
7,Castilla y León,13403,León,1241298,8948,Reyero,20/02/87,"26,2",116,"4,43",Reyero, 
7,Castilla y León,13403,León,1241302,8949,Riaño,09/09/86,"97,63",463,"4,74",Riaño, 
7,Castilla y León,13403,León,1241319,8950,Riego de la Vega,17/09/86,"35,4",742,"20,96",Riego de la Vega, 
7,Castilla y León,13403,León,1241324,8951,Riello,09/09/86,"235,93",647,"2,74",Riello, 
7,Castilla y León,13403,León,1241330,8952,Rioseco de Tapia,17/09/86,"72,19",374,"5,18",Rioseco de Tapia, 
7,Castilla y León,13403,León,1241345,8953,"Robla, La",17/09/86,"85,22",3783,"44,39","Robla, La", 
7,Castilla y León,13403,León,1241361,8954,Roperuelos del Páramo,09/09/86,"54,46",524,"9,62",Roperuelos del Páramo, 
7,Castilla y León,13403,León,1241377,8955,Sabero,17/09/86,"24,94",1140,"45,71",Sabero, 
7,Castilla y León,13403,León,1241396,8956,Sahagún,09/09/86,"123,64",2493,"20,16",Sahagún, 
7,Castilla y León,13403,León,1241417,8957,San Adrián del Valle,17/09/86,"15,84",103,"6,5",San Adrián del Valle, 
7,Castilla y León,13403,León,1241422,8958,San Andrés del Rabanedo,17/09/86,"64,84",30615,"472,16",San Andrés del Rabanedo, 
7,Castilla y León,13403,León,1241443,8960,San Cristóbal de la Polantera,17/09/86,"24,56",689,"28,05",San Cristóbal de la Polantera, 
7,Castilla y León,13403,León,1241456,8961,San Emiliano,09/09/86,"210,34",646,"3,07",San Emiliano, 
7,Castilla y León,13403,León,1241469,8962,San Esteban de Nogales,09/09/86,"32,24",256,"7,94",San Esteban de Nogales, 
7,Castilla y León,13403,León,1241481,8963,San Justo de la Vega,09/09/86,"48,39",1843,"38,09",San Justo de la Vega, 
7,Castilla y León,13403,León,1241494,8964,San Millán de los Caballeros,17/09/86,"24,69",167,"6,76",San Millán de los Caballeros, 
7,Castilla y León,13403,León,1241507,8965,San Pedro Bercianos,09/09/86,"23,51",238,"10,12",San Pedro Bercianos, 
7,Castilla y León,13403,León,1241438,8959,Sancedo,23/10/86,31,556,"17,94",Sancedo, 
7,Castilla y León,13403,León,1241514,8966,Santa Colomba de Curueño,17/09/86,"91,95",479,"5,21",Santa Colomba de Curueño, 
7,Castilla y León,13403,León,1241529,8967,Santa Colomba de Somoza,20/02/87,"179,1",511,"2,85",Santa Colomba de Somoza, 
7,Castilla y León,13403,León,1241535,8968,Santa Cristina de Valmadrigal,23/10/86,"40,02",267,"6,67",Santa Cristina de Valmadrigal, 
7,Castilla y León,13403,León,1241540,8969,Santa Elena de Jamuz,09/09/86,"62,34",1066,"17,1",Santa Elena de Jamuz, 
7,Castilla y León,13403,León,1241553,8970,Santa María de la Isla,17/09/86,"12,75",475,"37,25",Santa María de la Isla, 
7,Castilla y León,13403,León,1241588,8973,Santa María de Ordás,23/10/86,"45,58",318,"6,98",Santa María de Ordás, 
7,Castilla y León,13403,León,1241566,8971,Santa María del Monte de Cea,20/02/87,"92,22",227,"2,46",Santa María del Monte de Cea, 
7,Castilla y León,13403,León,1241572,8972,Santa María del Páramo,09/09/86,"20,08",3089,"153,83",Santa María del Páramo, 
7,Castilla y León,13403,León,1241591,8974,Santa Marina del Rey,23/10/86,"45,61",1916,"42,01",Santa Marina del Rey, 
7,Castilla y León,13403,León,1241605,8975,Santas Martas,17/09/86,"118,8",743,"6,25",Santas Martas, 
7,Castilla y León,13403,León,1241612,8976,Santiago Millas,09/09/86,"39,69",338,"8,52",Santiago Millas, 
7,Castilla y León,13403,León,1241627,8977,Santovenia de la Valdoncina,09/09/86,"30,27",2126,"70,23",Santovenia de la Valdoncina, 
7,Castilla y León,13403,León,1241633,8978,Sariegos,17/09/86,"36,35",5050,"138,93",Sariegos del Bernesga, 
7,Castilla y León,13403,León,1241648,8979,Sena de Luna,09/09/86,"147,72",383,"2,59",Sena de Luna, 
7,Castilla y León,13403,León,1241651,8980,Sobrado,20/02/87,"40,94",312,"7,62",Sobrado, 
7,Castilla y León,13403,León,1241664,8981,Soto de la Vega,23/10/86,"23,58",1529,"64,84",Soto de la Vega, 
7,Castilla y León,13403,León,1241670,8982,Soto y Amío,09/09/86,"69,19",783,"11,32",Soto y Amío, 
7,Castilla y León,13403,León,1241686,8983,Toral de los Guzmanes,09/09/86,"21,11",500,"23,69",Toral de los Guzmanes, 
7,Castilla y León,13403,León,1242066,9016,Toral de los Vados,20/02/87,"24,13",1846,"76,5",Toral de los Vados, 
7,Castilla y León,13403,León,1241699,8984,Toreno,24/06/91,"103,53",3105,"29,99",Toreno," 
 "
7,Castilla y León,13403,León,1241703,8985,Torre del Bierzo,23/10/86,"119,29",2164,"18,14",Torre del Bierzo, 
7,Castilla y León,13403,León,1241710,8986,Trabadelo,17/09/86,"69,69",357,"5,12",Trabadelo, 
7,Castilla y León,13403,León,1241725,8987,Truchas,17/09/86,"301,38",443,"1,47",Truchas, 
7,Castilla y León,13403,León,1241731,8988,Turcia,20/02/87,"31,99",993,"31,04",Turcia, 
7,Castilla y León,13403,León,1241746,8989,Urdiales del Páramo,20/02/87,"32,84",510,"15,53",Urdiales del Páramo, 
7,Castilla y León,13403,León,1241857,9000,Val de San Lorenzo,23/10/86,"49,49",505,"10,2",Val de San Lorenzo, 
7,Castilla y León,13403,León,1241759,8990,Valdefresno,23/10/86,"102,48",2187,"21,34",Valdefresno, 
7,Castilla y León,13403,León,1241762,8991,Valdefuentes del Páramo,17/09/86,"24,17",321,"13,28",Valdefuentes del Páramo, 
7,Castilla y León,13403,León,1241778,8992,Valdelugueros,23/10/86,"143,47",508,"3,54",Lugueros, 
7,Castilla y León,13403,León,1241784,8993,Valdemora,09/09/86,"13,4",82,"6,12",Valdemora, 
7,Castilla y León,13403,León,1241797,8994,Valdepiélago,23/10/86,"56,81",344,"6,06",Valdepiélago, 
7,Castilla y León,13403,León,1241801,8995,Valdepolo,09/09/86,"142,54",1219,"8,55",Quintana de Rueda, 
7,Castilla y León,13403,León,1241818,8996,Valderas,17/09/86,"99,63",1623,"16,29",Valderas, 
7,Castilla y León,13403,León,1241823,8997,Valderrey,09/09/86,"60,23",446,"7,4",Estación de Valderrey, 
7,Castilla y León,13403,León,1241839,8998,Valderrueda,23/10/86,"160,78",832,"5,17",Puente Almuhey                                    , 
7,Castilla y León,13403,León,1241844,8999,Valdesamario,09/09/86,"61,73",194,"3,14",Valdesamario, 
7,Castilla y León,13403,León,1241876,9001,Valdevimbre,09/09/86,"68,01",978,"14,38",Valdevimbre, 
7,Castilla y León,13403,León,1241882,9002,Valencia de Don Juan,17/09/86,"58,5",5351,"91,47",Valencia de Don Juan, 
7,Castilla y León,13403,León,1241916,9005,Vallecillo,23/10/86,"23,36",128,"5,48",Vallecillo, 
